Num;                 Наименование вещества                ;  N CAS   ;Формула; Величина ПДК, мг/л  ;Лимитирующий показатель вредности      ;Класс опасности
1040; Скипидар (в пересчете на С)                     ;            ;                   ;0,2;  орг.зап.        ;4
1041; Смесь Альпан (фосфоросодержащие кислоты, метанол, алкиламин, вода) ТУ 39-12966038-ОП-006-95;            ;                   ;0,25;    общ.          ;4
1042; Смесь Аценол (8-додецинил-ацетат и додециниловый спирт в соотношении 1:10);            ;                   ;0,00003;  орг.зап.        ;4
1043; Смесь Гелезагуститель OG-10 Gellant /по алюминию/;            ;                   ;0,2;  орг.мутн.       ;3
1044; Смесь Глифтор (1,3-дифторпропан-2-ол 70-74% и 3-фтор-1-хлорпропан-2-ол);8065-71-2   ;CHClFO + CHFO      ;0,006;    с.-т.         ;2
1045; Смесь ДД (1,2-дихлорпропан и 1,3-дихлорпропен);8003-19-8   ;CHCl + CHCl        ;0,4;    с.-т.         ;2
1046; Смесь ДДБ (1,2-дихлоризобутан, 1,3-дихлоризобутилен и 3,3-дихлоризобутиленоксим);8065-92-7   ;CHCl + CHCl+CHClNO;0,4;    с.-т.         ;2
1047; Смесь Динил (дифенил - 26,5% и дифениловый эфир - 73,5%) /по дифенилу/;8004-13-5   ;СНО + СН           ;0,002;    с.-т.         ;2
1048; Смесь Диспергент деско хром фри (танины, сульфат железа и кристаллический кремнезем) /по комплексутанина с железом/                  ;            ;                   ;0,02;  орг.окр.        ;2
1049; Смесь Жарилек /по монобензилтолуолу/            ;            ;                   ;0,01;  орг.зап.        ;2
1050; Смесь Меркаптофос (О,О-диэтил-О-(2-этилтио)этил-тиофосфат 70% и О,О-диэтил S-(2-этилтио) этилтиофосфат 30%);8065-48-3   ;CHOPS              ;0,01; орг.привк.       ;4
1051; Смесь Метилсистокс (О,О-Диметил-О-этилмеркапто- этилтиофосфат и О,О-диметил-S-этилмеркаптоэтилтиофосфат);8022-00-2   ;CHOPS + CHOPS      ;0,01;  орг.зап.        ;4
1052; Смесь Мобильтерм 605 (предельные углеводороды фракций C5-16, С30-50 и С55-70 в соотношении 0,2:2:1;            ;                   ;0,1;   орг.пл.        ;3
1053; Смесь НГЖ-4 ТУ 38-101740-80 /по дибутилфенилфосфату/ ;            ;                   ;0,2;  орг.пена        ;4
1054; Смесь НГЖ-5У, ТУ 38-401-811-90 /по трибутилфосфату/;            ;                   ;3;  орг.зап.        ;3
1055; Смесь Пеназолин 10-16Б (1-(2-аминоэтил)-2-алкил-2-имидазолины и 1-(2-алкиламиноэтил)-2-алкил 2-имидазолины фракции С10-16 ТУ 38407355-86;            ;                   ;0,25;    орг.          ;3
1056; Смесь РИП (деэмульгатор-ингибитор коррозии) (N-алкил-2-метил-5-этилпиридинийбромид 70% и блоксополимер окиси этилена и пропилена 30%, Пропанид) ТУ 39-5765657-211-91;            ;                   ;0,3;  орг.пена        ;3
1057; Смесь РИПД (деэмульгатор - ингибитор коррозии) (N-алкил-2-метил-5-этилпиридиний бромид 50% и 110-91;            ;                   ;0,75;  орг.пена        ;3
1058; Смесь РИФ (деэмульгатор-ингибитор коррозии) (на основе О-алкилфосфатов N-алкиламмония и блоксополимеров окиси пропилена и этилена) ТУ 39-57656557-139-91;            ;                   ;0,22;  орг.пена        ;3
1059; Смесь РИФД (деэмульгатор- ингибитор коррозии) (на основе O- алкилфосфатов N-алки-  ламмония и блоксополимеров окиси пропилена и этилена) ТУ 39-57656557-138-91;            ;                   ;0,9;  орг.пена        ;3
1060; Смесь Целатокс (бутилового эфира 2- метил-4-хлорфеноксиуксусной кислоты с амиловыми эфирами изомерных трихлорфеноксиуксусных кислот, Гербицид         ;            ;CHOCl              ;0,5;  орг.мутн.       ;3
1061; Смесь Экохим-СК-110 (1-гндроксиэтилидендифосфоновой кислоты (75%) и полиакриловой кислоты (25%)) ТУ 05944473-1-95;            ;                   ;           ;    с.-т.         ;           
1062; Смесь OG-4 Activator                            ;            ;                   ;0,1;    общ.          ;4
1063; Смесь OG-4 Gellant                              ;            ;                   ;0,07;    общ.          ;3
1064; Смесь OG-4 Surfactant                           ;            ;                   ;0,08;     орг          ;4
1065; Смола древесная лиственных пород                ;            ;                   ;0,01;  орг.зап.        ;4
1066; Смола КС-35                                     ;            ;                   ;0,1;    с.-т.         ;2
1067; Смола МКС-10                                    ;            ;                   ;3;    с.-т.         ;3
1068; Стеарокс 6                                      ;            ;                   ;1;  орг.пена        ;4
1069; Стеарокс-920                                    ;            ;                   ;0,5;  орг.пена        ;4
1070; Стронций                                        ;7440-24-6   ;Sr                 ;7;    с.-т.         ;2
1071; Сульфамид С12-17                                ;            ;                   ;0,1;    общ.          ;4
1072; Сульфаты /по SO4/                               ;            ;                   ;500; орг.привк.       ;4
1073; Сульфенамид БТ                                  ;            ;                   ;0,05;  орг.зап.        ;4
1074; Сульфиды и сероводород /по H2S/                 ;            ;HS                 ;0,003;  орг.зап.        ;4
1075;4-Сульфоинден-1-карбоновой кислоты натриевая соль, сульфоэфир с бисфенолформальдегидной смолой;            ;                   ;0,04;  орг.окр.        ;4
1076; Сульфокарбоновых кислот натриевые соли          ;            ;                   ;3;  орг.пена        ;4
1077; Сульфоксимина метионин                          ;            ;                   ;0,004;    с.-т.         ;2
1078; 1,1`-Сульфонилбис(4-хлорбензол)                 ; 80-07-9    ;CHClOS             ;0,4;    с.-т.         ;2
1079; 4,4`-Сульфонилди(аминобензол)                   ; 80-08-0    ;CHNOS              ;1;    с.-т.         ;2
1080; Сульфонол НП-1                                  ;            ;                   ;0,5;  орг.пена        ;3
1081; Сульфонол НП-3                                  ;            ;                   ;0,5;  орг.пена        ;3
1082; Сульфонол сланцевый ЭС-1                        ;            ;                   ;0,5;  орг.пена        ;3
1083; Сульфоэтоксилат С10-13                          ;            ;                   ;0,2;  орг.пена        ;4
1084; Сурьма                                          ;7440-36-0   ;Sb                 ;0,005;    с.-т.         ;2
1085; Таллий                                          ;7440-28-0   ;Ti                 ;0,0001;    с.-т.         ;1
1086; Тебаин                                          ;            ;                   ;отсут ствие;    с.-т.         ;1
1087; Теллур                                          ;13494-80-9  ;Те                 ;0,01;    с.-т.         ;2
1088; 2`,4`,5`,7`-Тетрабромфлуоресцеин                ;15086-94-9  ;CHBrO              ;0,1;  орг.окр.        ;4
1089; Тетрабутилолово                                 ;1461-25-2   ;CHSn               ;0,002;    с.-т.         ;2
1090; 4,5,6,7-Тетрагидроизобензофуран-1,3-дион        ;2426-02-0   ;СНО                ;0,5;    общ.          ;4
1091; 4,5,6,7-Тетрагидро-1Н-изоиндол-1,3(2Н)-дион     ;4720-86-9   ;CHNO               ;0,7;    общ.          ;3
1092; За,4,7,7а-Тетрагидро-4,7-метано-1Н-инден        ; 77-73-6    ;СН                 ;0,015;  орг.зап.        ;3
1093; Тетрагидро-1,4-оксазин                          ; 110-91-8   ;CHNO               ;0,04; орг.привк.       ;3
1094; 1,4,5,8-Тетрагидроксиантрацен-9,10-дион         ; 81-60-7    ;СНО                ;3;    с.-т.         ;2
1095; Тетрагидротиофен-1,1-диоксид                    ; 126-33-0   ;CHOS               ;0,5;  орг.зап.        ;           
1096; За,4,7,7а-Тетрагидро-2-[(трихлорметил)тио]- 1Н-изоиндол-1,3(2Н)-дион; 133-06-2   ;CHClNOS            ;2;  орг.зап.        ;4
1097; Тетрагидрофуран                                 ; 109-99-9   ;CHO                ;0,5;    общ.          ;4
1098; Тетрагидро-2-фуранметанол                       ; 97-99-4    ;СНО                ;0,5;    общ.          ;4
1099;N-(2,2,6,6-Тетраметилпиперидин-4-ил)-3-[2,2,6,6-тетраметилпиперидин-4-ил)амино]-пропанамид;76505-58-3  ;CHNO               ;8;    с.-т.         ;2
1100; 2,2,6,6-Тетраметилпиперидин-4-он                ; 826-36-8   ;CHNO               ;4;    с.-т.         ;2
1101; Тетраметил- тиопероксидикарбондиамид; 137-26-8   ;CHNS               ;1;    с.-т.         ;2
1102; Тетрамон С                                      ;            ;                   ;  (а       ;    общ.          ;4
1103; Тетранитрометан                                 ;  509-14-8  ;CNO                ;0,5;  орг.зап.        ;4
1104; Тетраоксипропилэтилендиамин                     ;            ;                   ;2;    с.-т.         ;2
1105; 3,6,9,12-Тетраоксатетрадекан-1,14-диол  ; 4792-15-8  ;СНО                ;1;    с.-т.         ;3
1106; 2,2,3,3-Тетрафторпропан-1-ол                    ;  76-37-9   ;CHFO               ;0,25;  орг.зап.        ;3
1107; 1,2,3,4-Тетрахлорбензол                         ;  634-66-2  ;CHCl               ;0,01;    с.-т.         ;2
1108; 2,3,5,6-Тетрахлорбензол-1,4- дикарбонилдихлорид;  719-32-4  ;CClO               ;0,02;  орг.зап.        ;4
1109; Тетрахлор-1,4-бензолдикарбоновая кислота        ; 2136-79-0  ;CHClO              ;10;    общ.          ;4
1110; 3,3,3`,4`-Тетрахлорбицикло[2,2,1]гепт- 5-ен-2-спиро-1`-циклопент-3-ен-2`,5`-дион       ; 68089-39-4 ;CHClO              ;0,01;    общ.          ;4
1111; 1,2,3,4-Тетрахлорбутан                          ; 3405-32-1  ;CHCl               ;0,02;    с.-т.         ;2
1112; Тетрахлоргептан                                 ; 25641-64-9 ;CHCl               ;0,0025;  орг.зап.        ;4
1113; Тетрахлорметан                                  ;  56-23-5   ;CCl                ;0,002;    с.-т.         ;1
1114; 1,1,1,9-Тетрахлорнонан                          ; 1561-48-4  ;CHCl               ;0,003;  орг.зап.        ;4
1115; 1,1,1,5-Тетрахлорпентан                         ; 2467-10-9  ;CHCl               ;0,005;  орг.зап.        ;4
1116; 1,1,1,3-Тетрахлорпропан                         ; 1070-78-6  ;CHCl               ;0,01;  орг.зап.        ;4
1117; Тетрахлорпроп -1-ен                             ; 60320-18-5 ;CHCl               ;0,002;    с.-т.         ;2
1118; 2,4,5,6-Тетрахлор-2-(трихлорметил)пиридин       ; 1134-04-9  ;CClN               ;0,02;    с.-т.         ;2
1119; 1,1,1,11-Тетрахлорундекан                       ; 63981-28-2 ;CHCl               ;0,007;  орг.зап.        ;4
1120; 2,3,5,6-Тетрахлорциклогексен-2,5- диен-1,4-дион;  118-75-2  ;CClO               ;0,01;  орг.окр.        ;3
1121; Тетрахлорэтан                                   ; 25322-20-7 ;CHCl               ;0,2;  орг.зап.        ;4
1122; Тетраэтилолово                                  ;  597-64-8  ;CHSn               ;0,0002;    с.-т.         ;1
1123; Тетраэтилсвинец                                 ;  78-00-2   ;CHPb               ;отсутствие;    с.-т.         ;1
1124; Тетраэтилтиопероксидикарбондиамид               ;  97-77-8   ;CHNS               ;0,25;  орг.мутн.       ;3
1125; N-(1,2,3-Тиадиазол-5-ил)-N-фенилкарбамид        ;            ;CHNOS              ;2;    общ.          ;4
1126; Тиоациланилид кислот C5-6, включая тиоациланилимид                                 ;            ;                   ;0,5;  орг.зап.        ;4
1127; Тиокарбамид                                     ;  62-56-6   ;CHNS               ;0,03;    с.-т.         ;2
1128; Тиофен                                          ;  110-02-1  ;CHS                ;2;  орг.зап.        ;3
1129; Тиофосфорилхлорид                               ; 3982-91-0  ;ClPS               ;0,05;    с.-т.         ;2
1130; Титан                                           ; 7440-32-6  ;Ti                 ;0,1;    общ.          ;3
1131; 1,3,5-Триазин-2,4,6(1Н,3Н,5Н)-трион             ;  108-80-5  ;CHNO               ;6; орг.привк.       ;3
1132; 1,3,5-Триазин-2,4,6(1Н,3Н,5Н)-трион натрия; 2624-17-1  ;CHNNaO             ;25; орг.привк.       ;3
1133; ТриалкилС7.9амин                                ;            ;CH-N               ;0,1;    с.-т.         ;3
1134; 1,2,4-Триаминобензола фосфат                    ; 63189-94-6 ;CHN+НОР            ;0,01; орг.привк.       ;3
1135; Трибутиламин                                    ;  102-82-9  ;CHN                ;0,9;  орг.зап.        ;3
1136; Трибутил[(2-метил-1-оксопроп-2-енил)окси]олово     ; 2155-70-6  ;CHOSn              ;0,0002;    с.-т.         ;1
1137; S,S,S-Трибутилтритиофосфат                      ;  78-48-8   ;CHOPS              ;0,0003; орг.привк.       ;4
1138; О,О,О-Трибутилфосфат                            ;  126-73-8  ;CHOP               ;0,01; орг.привк.       ;4
1139; Трибутилхлоролово                               ; 1461-22-9  ;CHClSn             ;0,02;    с.-т.         ;2
1140; 1,2,3-Тригидроксибензол                         ;  87-66-1   ;СНО                ;0,1;  орг.окр.        ;3
1141; 1,1,13-Тригидротетраэйкозафтортридецен-1-ол;            ;CHFO               ;0,25;  орг.зап.        ;3
1142; Тридекафторгептаналь гидрат                     ;            ;CFO+НО             ;0,5;    с.-т.         ;2
1143; 2,2,3,3,4,4,5,5,6,6,7,7,7- Тридекафторгептан-1-ол;  375-82-6  ;CHFO               ;4;    с.-т.         ;2
1144; 2,2,3,3,4,4,5,5,6,6,7,7,7- Тридекафторгептилпроп-2-еноат;  559-11-5  ;CHFO               ;1;  орг.зап.        ;4
1145; Трииодометан                                    ;  75-47-8   ;CHl                ;0,0002;  орг.зап.        ;4
1146; Триметиламин                                    ;  75-50-3   ;CHN                ;0,05;  орг.зап.        ;4
1147; Три(3-метилбутил)фосфоновая кислота             ;            ;СНОР               ;0,3;    с.-т.         ;2
1148; 1,2,5-Тримстил-4-фенил-4-пиперидинол пропионат  ;  64-39-1   ;CHNO               ;отсутствие ;    с.-т.         ;1
1149; Триметилфосфат                                  ;  512-56-1  ;СНОР               ;0,3;  орг.зап.        ;4
1150; Триметилфосфит                                  ;  121-45-9  ;СНОР               ;0,005;  орг.зап.        ;4
1151; N,N,N-Триметил-2- хлорэтанаминийхлорид;  999-81-5  ;CHClN              ;0,2;    с.-т.         ;2
1152; Тринитробензол                                  ; 25377-32-6 ;CHNO               ;0,4;    с.-т.         ;2
1153; Тринитрометан                                   ;  517-25-9  ;CHNO               ;0,01;  орг.окр.        ;3
1154; 1,3,5-Тринитро-1,3,5-пергидротриазин            ;  121-82-4  ;CHNO               ;0,1;    c.-т.         ;2
1155; Три(проп-1-енил)амин                            ;  102-70-5  ;CHN                ;0,01;    c.-т.         ;2
1156; Трис(N,N-дибутиламид) фосфорной кислоты         ;            ;СНОР               ;0,5;    общ.          ;4
1157; Трис(диметилфенил)фосфат                        ; 25155-23-1 ;СНОР               ;0,05;   орг.зап        ;3
1158; Трис(диэтиламино)-2-хлорэтилфосфин                                  ;            ;                   ;2;  орг.зап.        ;3
1159; Трис(метилфенил)фосфат                          ; 1330-78-5  ;CHOP               ;0,005;    с.-т.         ;2
1160; Трифенилфосфин                                  ;  603-35-0  ;CHP                ;0,02;    общ.          ;3
1161; Трифенилфосфит                                  ;  101-02-0  ;СНОР               ;0,01;    с.-т.         ;2
1162; 3-(Трифторметил)аминобензол                     ;  98-16-8   ;CHFN               ;0,02;    с.-т.         ;2
1163; Трифторметилбензол                              ;  98-08-8   ;CHF                ;0,1;    с.-т.         ;2
1164; 1-(3-Трифторметилфенил) карбамид                                        ; 13114-87-9 ;CHFNO              ;0,03; орг.привк.       ;4
1165; Трифторпропилсилан                              ;  460-48-0  ;CHFSi              ;1,5; орг.привк.       ;4
1166; Трифторхлорпропан                               ;            ;CHClF              ;0,1;    с.-т.         ;2
1167; 2,4,5-Трихлораминобензол                        ;  636-30-6  ;CHClN              ;1;   орг.пл.        ;4
1168; 2,4,6-Трихлораминобензол                        ;  634-93-5  ;CHClN              ;0,8; орг.привк.       ;3
1169; Трихлорацетальдегид                             ;  75-87-6   ;CHClO              ;0,2;    с.-т.         ;2
1170; Трихлорацетат натрия                            ;  650-51-1  ;CClNO              ;5;    общ.          ;4
1171; 4,5,6-Трихлорбензоксазолин-2-ЗН-он              ; 50995-94-3 ;CHClN              ;1;   орг.пл.        ;4
1172; 2,3,6-Трихлорбензойная кислота                  ;  50-31-7   ;CHClO              ;1;    с.-т.         ;2
1173; Трихлорбензол                                   ; 12002-48-1 ;CHCl               ;0,03;  орг.зап.        ;3
1174; Трихлорбифенил                                  ; 25323-68-6 ;CHCl               ;0,001;    с.-т.         ;1
1175; 2,3,4-Трихлорбут-1-ен                           ; 2431-50-7  ;CHCl               ;0,02;    с.-т.         ;2
1176; Трихлорметан                                    ;  67-66-3   ;CHCl               ;0,1;    с.-т.         ;1
1177; N-Трихлорметилтиофталимид                       ;            ;CHClNOS            ;0,04;  орг.зап.        ;4
1178; 2-Трихлорметил-3,4,5-трихлорпиридин             ; 1201-30-5  ;CHClN              ;0,02;    с.-т.         ;2
1179; 6-(Трихлорметил)-1-хлорпиридин                  ; 1929-82-4  ;CHClN              ;0,02;    с.-т.         ;3
1180; 1,1,5-Трихлорпент-1-ен                          ; 2677-33-0  ;CHCl               ;0,04;  орг.зап.        ;3
1181; 1,2,3-Трихлорпропан                             ;  96-18-4   ;CHCl               ;0,07;  орг.зап.        ;3
1182; О,О,О-Трис(2-хлорпропил)фосфат                  ;            ;CHClOP             ;0,1;    общ.          ;3
1183; Трихлорпропионат натрия                         ;            ;CHClNaO            ;1;  орг.зап.        ;3
1184; 2,2,3-Трихлорпропионовая кислота                ; 3278-46-4  ;CHClO              ;0,01;  орг.привк       ;4
1185; 2-(2,4,5-Трихлорфенокси)этил-2-2-дихлорпропионат                                 ;  136-25-4  ;CHClO              ;2,5;    с.-т.         ;3
1186; 2-(2,4,5- Трихлорфенокси)этилтрихлорацетат; 25056-70-6 ;CHClO              ;5;    с.-т.         ;3
1187; 1,2,2-Трихлорэтан-1,2-диол                      ;  302-17-0  ;CHClO              ;0,01;    с.-т.         ;2
1188; 1,1`-(2,2,2-Трихлорэтилиден)бис(4- хлорбензол)                                     ;  50-29-3   ;CHCl               ;0,1;    с.-т.         ;2
1189; Трициклогексилоловохлорид                       ;            ;CHClSn             ;0,001;    с.-т.         ;2
1190; Триэтилфосфат                                   ;  78-40-0   ;СНОР               ;0,3;    общ.          ;3
1191; Т-66 (флокулянт)                                ;            ;                   ;0,2;    с.-т.         ;2
1192; Углерод дисульфид                               ;  75-15-0   ;CS                 ;1;  орг.зап.        ;4
1193; Универсин (компаундированный жидкий битум)                                 ;            ;                   ;0,01;  орг.зап.        ;3
1194; Уран                                            ; 7440-61-1  ;U                  ;0,1;    с.-т.         ;2
1195; альфа-Фенилбензолуксусная кислота               ;  117-34-0  ;СНО                ;0,5;    общ.          ;4
1196; Фенилгидразин                                   ;  100-63-0  ;CHN                ;0,01;    с.-т.         ;3
1197; 1,3-Фениленбис(1- метилэтилиден)бисгидропероксид натрия;            ;CHNaO              ;0,5;    с.-т.         ;2
1198; 1,4-Фениленбис(1- метилэтилиден)бисгидропероксид натрия;            ;CHNaO              ;1;    с.-т.         ;2
1199; 1,3-Фениленбис(1- метилэтилиден)бис(гидропероксид)                ;  721-26-6  ;CHO                ;1;    с.-т.         ;2
1200; 1,4-Фениленбис(1- метилэтилиден)бис(гидропероксид)                ; 3159-98-6  ;CHO                ;1;    с.-т.         ;2
1201; 1-Фенил-З-пиразолидон                           ;  92-43-3   ;CHNO               ;0,5;  орг.окр.        ;3
1202; S-[2-[(Фенилсульфонил)амино]этил]- О,О-бис(1-метилэтилдитиофосфат;  741-58-2  ;CHNOPS             ;1;    с.-т.         ;2
1203; N-Фенил-N-[1-(2- фенилэтил)пиперидин-4- ил]пропанамид;  437-38-7  ;CHN                ;отсутствие    ;    с.-т.         ;1
1204; 1-Фенилэтан-1-ол                                ;  98-85-1   ;CHO                ;0,4;    общ.          ;4
1205; 2-Фенилэтан-1-ол                                ; 1517-69-7  ;CHO                ;0,01;    общ.          ;3
1206; 1-Фенилэтанон                                   ;  98-86-2   ;СНО                ;0,1;    с.-т.         ;3
1207; N-Фенил-N-этилбензолметанамин                   ;  92-59-1   ;CHN                ;4;    с.-т.         ;2
1208; (Е)1-Фенилэтил-3- [(диметоксифосфинил)окси]бут-2-еноат; 7700-17-6  ;CHOP               ;0,05;    c.-т.         ;2
1209; 1-Фенилэтил-3-оксобутаноат                      ; 40552-84-9 ;CHO                ;0,8;    общ.          ;4
1210; (Фенилэтил)-3-оксо-2-хлорбутаноат               ; 68683-30-7 ;CHClO              ;0,15;    с.-т.         ;2
1211; O-Фенил-О-этилтиофосфат натрия                  ;            ;CHNaOPS            ;0,1;  орг.зап.        ;4
1212; О-фенил-О-этилхлортиофосфат                     ; 38052-05-0 ;CHClOPS            ;0,005;  орг.зап.        ;3
1213; 3-Феноксибензальдегид                           ; 39515-51-0 ;CHO                ;0,02;    с.-т.         ;2
1214; 3-Фенокси-1-метилбензол                         ; 3586-14-9  ;СНО                ;0,04;    орг.          ;4
1215; Феноксиэтановая кислота                         ;  122-59-8  ;CHO                ;1;    с.-т.         ;2
1216; 9Н-Фенотиазин                                   ;  92-84-2   ;CHNS               ;1;    общ.          ;4
1217; Ферроцианиды                                    ;            ;                   ;1,25;    с.-т.         ;2
1218; Флотол С7-8                                     ;            ;                   ;0,5;    с.-т.         ;3
1219; Флотореагент ААР-1                              ;            ;                   ;0,001;  орг.зап.        ;4
1220; Флотореагент АРР-2                              ;            ;                   ;0,005;  орг.зап.        ;4
1221; Флотореагент Оксаль                             ;            ;                   ;0,2;    с.-т.         ;2
1222; Флотореагент СФК /по амиловому спирту/          ;            ;                   ;0,02;    с.-т.         ;2
1223; Флотореагент Т-81                               ;            ;                   ;0,2;    с.-т.         ;2
1224; Формальдегид                                    ; 50-00-0    ;СНО                ;0,05;    с.-т.         ;2
1225; Фосфор элементный (красный)                     ;7723-14-0   ;P;0,0001;    с.-т.         ;1
1226; 29Н,31Н-Фталоцианиндисульфат (4-)-N**29, N**30, N**31, N**35 - кобальта (SP-4-1)         ;            ;CHCuNOS            ;0,3;  орг.зап.        ;3
1227; Фтор для климатических районов I-II             ;7782-41-4   ;F                  ;1,5;    с.-т.         ;2
1228; Фтор для климатического III района              ;7782-41-4   ;F                  ;1,2;    с.-т.         ;2
1229; Фтор для климатического IV района               ;7782-41-4   ;F                  ;0,7;    с.-т.         ;2
1230; Фуран                                           ; 110-00-9   ;СНО                ;0,2;    с.-т.         ;2
1231; Фуран-2-карбальдегид                            ; 98-01-1    ;СНО                ;1;   орг.оп.        ;4
1232; Хлор                                            ;7782-50-5   ;Cl                 ;отсутствие  ;    общ.          ;3
1233; 1-Хлорантрацен-9,10-дион                        ; 82-44-0    ;CHClO              ;3;    с.-т.         ;2
1234; 2-Хлорантрацен-9,10-дион                        ; 131-09-9   ;CHClO              ;4;    с.-т.         ;2
1235; Хлорацетат амина канифоли                       ;            ;                   ;0,5;  орг.зап.        ;3
1236; Хлорацетат натрия                               ;3926-62-3   ;CHClNaO            ;0,05;    с.-т.         ;2
1237; 1-Хлор-4-бензоиламиноантрацен-9,10-дион         ;            ;CHClNO             ;2,5;    с.-т.         ;3
1238; 2-Хлорбензойная кислота                         ; 118-91-2   ;CHClO              ;0,1; орг.привк.       ;4
1239; 4-Хлорбензойная кислота                         ; 74-11-3    ;CHClO              ;0,2; орг.привк.       ;4
1240; 6-Хлорбензоксазолон                             ;19932-84-4  ;CHCINO             ;0,2; орг.пленка       ;3
1241; Хлорбензол                                      ; 108-90-7   ;CHCl               ;0,02;    с.-т.         ;3
1242; 4-Хлорбензолсульфонат натрия                    ;5138-90-9   ;CHClNaOS           ;2;    с.-т.         ;2
1243; 2-Хлорбута-1,3-диен                             ; 126-99-8   ;CHCl               ;0,01;    с.-т.         ;2
1244; 1-Хлорбутан                                     ; 109-69-3   ;CHCl               ;0,004;    с.-т.         ;2
1245; 4-Хлорбут-2-енил-2,4-дихлорфеноксиацетат        ;2971-38-2   ;CHClO              ;0,02;  орг.зап.        ;4
1246; 4-Хлорбут-2-инил-N-(3- хлорфенил)карбамат; 101-27-9   ;CHClNO             ;0,03;  орг.зап.        ;4
1247; 7-Хлоргептановая кислота                        ; 821-57-8   ;CHClO              ;0,05;  орг.зап.        ;4
1248; Хлор-1,1-дифенил                                ;27323-18-8  ;CHCl               ;0,001;    с.-т.         ;2
1249; Хлориды /по CI/                                 ;            ;                   ;350; орг.привк.       ;4
1250; (Хлорметил)бензол                               ; 100-44-7   ;CHCl               ;0,001;    с.-т.         ;2
1251; (Хлорметил)оксиран                              ; 106-89-8   ;CHClO              ;0,0001;    с.-т.         ;1
1252; З-Хлорметил-6-хлорбензоксазолон                 ;40507-94-6  ;CHClNO             ;0,4;    с.-т.         ;2
1253; 2-Хлорнафталин                                  ; 91-58-7    ;CHCl               ;0,01;  орг.зап.        ;4
1254; 9-Хлорнонановая кислота                         ;1120-10-1   ;CHClO              ;0,3;  орг.зап.        ;4
1255; З-Хлорпропан-1,2-диол                           ; 96-24-2    ;CHClO              ;0,7; орг.привк.       ;3
1256; З-Хлорпроп-1-ен                                 ; 107-05-1   ;CHCl               ;0,3;    с.-т.         ;3
1257; 2-Хлорпропионат натрия                          ;16987-02-3  ;CHClNaO            ;2;  орг.зап.        ;3
1258; 2-Хлорпропионовая кислота                       ; 598-78-7   ;CHClO              ;0,8; орг.привк.       ;3
1259; 2-Хлортиофен                                    ; 96-43-5    ;CHClS              ;0,001;  орг.зап.        ;4
1260; 11-Хлорундекановая кислота                      ;1860-44-2   ;CHClO              ;0,1;  орг.зап.        ;4
1261; 4-Хлорфенил-2,4,5- трихлорфенилазосульфид;2227-13-6   ;CHClS              ;0,2;   орг.пл.        ;4
1262; 4-Хлорфенил-4- хлорбензолсульфонат; 80-33-1    ;CHClOS             ;0,2; орг.привк.       ;4
1263; Хлорциан /по цианид-иону/                       ; 506-77-4   ;CClN               ;0,035;    с.-т.         ;2
1264; Хлорциклогексан                                 ; 542-18-7   ;CHCl               ;0,05;  орг.зап.        ;3
1265; 2-[(2-Хлорциклогексил)тио]-1Н- изоиндол-1,3(2Н)-дион;59939-44-5  ;CHClNOS            ;0,02;  орг.зап.        ;4
1266; Хлорэтан                                        ; 75-00-3    ;CHCl               ;0,2;    с.-т.         ;4
1267; Хлорэтановая кислота                            ; 79-11-8    ;CHClO              ;0,06;    с.-т.         ;2
1268; 2-Хлорэтанол                                    ; 107-07-3   ;CHClO              ;0,1;    с.-т.         ;2
1269; Хлорэтен                                        ; 75-01-4    ;CHCl               ;0,005;    с.-т.         ;1
1270; Хлорэтилртуть                                   ; 107-27-7   ;CHClHg             ;0,0001;    с.-т.         ;1
1271; бета-Хлорэтилтрис(диэтиламино) фосфоний хлорид                            ;            ;CHClNP             ;2;    орг.          ;3
1272; 2-Хлорэтилфосфоновая кислота                    ;16672-87-0  ;CHClOP             ;4;    с.-т.         ;2
1273; 2-(Хлорэтил)-2-хлорэтилфосфонат                 ;            ;CHClOP             ;1,5;    с.-т.         ;3
1274; Хромолан                                        ;            ;                   ;0,5;    общ.          ;3
1275; Хром;            ;Cr**3+                   ;0,5;    с.-т.         ;3
1276; Хром;            ;Cr;0,05;    с.-т.         ;3
1277; Цакс                                            ;            ;                   ;2;    с.-т.         ;2
1278; Цефалотина натриевая соль                       ; 58-71-9    ;CHNNaOS            ;0,001;    с.-т.         ;2
1279; Цианамид кальция                                ; 156-62-7   ;CHCaN              ;1;    с.-т.         ;3
1280; Цианбензальдегидоксим натрия                    ;            ;CHNNaO             ;0,03;  орг.зап.        ;4
1281; Цианиды                                         ;            ;                   ;0,035;    с.-т.         ;2
1282; Циклогексан                                     ; 110-82-7   ;СН                 ;0,1;    с.-т.         ;2
1283; Циклогексан-2,5-диен-1,4-диондиоксим            ; 105-11-3   ;CHNO               ;0,1;    с.-т.         ;3
1284; Циклогексан-1,4-дион                            ; 637-88-7   ;СНО                ;0,05;  орг.зап.        ;3
1285; Циклогексанол                                   ; 108-93-0   ;СНО                ;0,5;    с.-т.         ;2
1286; Циклогексанон                                   ; 108-94-1   ;СНО                ;0,2;    с.-т.         ;2
1287; Циклогексаноноксим                              ; 100-64-1   ;CHNO               ;1;    с.-т.         ;2
1288; Циклогексен                                     ; 110-83-8   ;СН                 ;0,02;    с.-т.         ;2
